country,country_iso2,document_type,title,year,document_url,source_filename,path_pdf,path_md,sha256,md5,size_bytes,page_count,ocr_reader
Canada,CA,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/canada_for_publication.pdf,canada_for_publication.pdf,documents/canada/r2e002/canada-for-publication/document.pdf,documents/canada/r2e002/canada-for-publication/document.md,23c396b0a06b79456c18c3bbffff549c2dbd1953f2efb1d88dc19756fff5ddd3,a62ba62d334c488c6cb405c2d0cf928b,646863,27,docling+structure-repair
Canada,CA,Law,Canada Student Financial Assistance Act - 1994 (amendment up to 2012/ bilingual version French and English),2012,https://media.unesco.org/sites/default/files/webform/r2e002/f0f16fb808a574fe09eb124ed0b482f803df3dff.pdf,f0f16fb808a574fe09eb124ed0b482f803df3dff.pdf,documents/canada/r2e002/f0f16fb808a574fe09eb124ed0b482f803df3dff/document.pdf,documents/canada/r2e002/f0f16fb808a574fe09eb124ed0b482f803df3dff/document.md,ec9e8aada810351938af45f25946373c306f6e19a262fe66895508b501c842ec,1679d3582cf96f8d0853a92d4448e0d2,352373,35,docling+structure-repair
Cayman Islands,KY,Law,Education Law - 2010,2010,https://media.unesco.org/sites/default/files/webform/r2e002/20a4e34132a68ac154dcf1388614e7493436b494.pdf,20a4e34132a68ac154dcf1388614e7493436b494.pdf,documents/cayman-islands/r2e002/20a4e34132a68ac154dcf1388614e7493436b494/document.pdf,documents/cayman-islands/r2e002/20a4e34132a68ac154dcf1388614e7493436b494/document.md,c580249313124e9000fd8289d33ee00d6705d985050dc18c3e3499a2cc7dd4d3,c3d1e7b14f70e1381ddeee1631372d9d,74991,24,docling+structure-repair
Cayman Islands,KY,Law,University College Law - 1987 (2010 revision),2010,https://media.unesco.org/sites/default/files/webform/r2e002/5a04b2f8ffd4b5152cd047a552748492c3ce3c59.pdf,5a04b2f8ffd4b5152cd047a552748492c3ce3c59.pdf,documents/cayman-islands/r2e002/5a04b2f8ffd4b5152cd047a552748492c3ce3c59/document.pdf,documents/cayman-islands/r2e002/5a04b2f8ffd4b5152cd047a552748492c3ce3c59/document.md,fc24b15a584a8bb15115f3867ecc548ffaea7e66d623138955c6596f9a5a23b3,00fb8d35c747865606124301f0ba1515,44585,16,docling+structure-repair
Central African Republic,CF,Constitution,Constitution de la République Centrafricaine - 2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/052e151ceafa93c11dddd0ea5354459914169758.pdf,052e151ceafa93c11dddd0ea5354459914169758.pdf,documents/central-african-republic/r2e002/052e151ceafa93c11dddd0ea5354459914169758/document.pdf,documents/central-african-republic/r2e002/052e151ceafa93c11dddd0ea5354459914169758/document.md,c2435e9f640483de27e9695b709cacad9b0d114c7ed15c996f343e73ea960e7e,280860597cf7a1d223311de51d5be2c3,13765962,31,unstructured
Chile,CL,Law,Law on preferential school subsidy - 2008,2008,https://media.unesco.org/sites/default/files/webform/r2e002/4c3a4e29c05c0b5180a6c281afaa764d5ed42ec3.pdf,4c3a4e29c05c0b5180a6c281afaa764d5ed42ec3.pdf,documents/chile/r2e002/4c3a4e29c05c0b5180a6c281afaa764d5ed42ec3/document.pdf,documents/chile/r2e002/4c3a4e29c05c0b5180a6c281afaa764d5ed42ec3/document.md,10913b42bacd5f543924159eb8ea6c8f3c299414b1ee6c519e96908fbff08658,e0f51a24870661d7ae151b4d7fdf1812,208885,27,docling+structure-repair
Chile,CL,Law,Inclusive Education Act No. 20845 - 2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/514952bb3f713a214899232a0419ef16d4fbd16e.pdf,514952bb3f713a214899232a0419ef16d4fbd16e.pdf,documents/chile/r2e002/514952bb3f713a214899232a0419ef16d4fbd16e/document.pdf,documents/chile/r2e002/514952bb3f713a214899232a0419ef16d4fbd16e/document.md,2ae98f3ab40270d4093421de51f54a8aef8102d517147493ef316a6be6fd8a58,3b91f0468a2873727e84b1350a757dd2,128015,33,docling+structure-repair
Chile,CL,Law,General Law of Education - 2009 amended 2019,2019,https://media.unesco.org/sites/default/files/webform/r2e002/985431ea8c78171eab2d8898a8d9592e01d06d4d.pdf,985431ea8c78171eab2d8898a8d9592e01d06d4d.pdf,documents/chile/r2e002/985431ea8c78171eab2d8898a8d9592e01d06d4d/document.pdf,documents/chile/r2e002/985431ea8c78171eab2d8898a8d9592e01d06d4d/document.md,f6977f7b3d7f884d481a7236527970bf3a1c62dde218233e02f835a7e4115087,f00ddd2af33b47eb3a123a3e7f2915af,188378,48,docling+structure-repair
Chile,CL,Law,Law on Equal Opportunities and Social Inclusion - 2010,2010,https://media.unesco.org/sites/default/files/webform/r2e002/dee067cd6921346ada9a2098f3a1fe3ee7c969dd.pdf,dee067cd6921346ada9a2098f3a1fe3ee7c969dd.pdf,documents/chile/r2e002/dee067cd6921346ada9a2098f3a1fe3ee7c969dd/document.pdf,documents/chile/r2e002/dee067cd6921346ada9a2098f3a1fe3ee7c969dd/document.md,2a5938e0b690ff99a63a5417553be45a517dbd1b2282d6528bcc0a4f31da073f,384b1355fbb7b73fb7a3c1d13ef1fe65,118525,29,docling+structure-repair
Chile,CL,Law,Law on Higher Education Quality - 2006,2006,https://media.unesco.org/sites/default/files/webform/r2e002/e3c9b5995df8817f90bf3a62aa9407b4ccf96d9f.pdf,e3c9b5995df8817f90bf3a62aa9407b4ccf96d9f.pdf,documents/chile/r2e002/e3c9b5995df8817f90bf3a62aa9407b4ccf96d9f/document.pdf,documents/chile/r2e002/e3c9b5995df8817f90bf3a62aa9407b4ccf96d9f/document.md,8a61445482ff06109ff93fef4a0663997ea40b343940c846dc52816aaa42dfab,bc18350b04aee1b935756dfea887a223,97110,19,docling+structure-repair
Chile,CL,Law,"Ley num. 20.529 - sistema nacional de aseguramiento de la calidad de la educacion parvularia, basica y media y su la fiscalizacion",nan,https://media.unesco.org/sites/default/files/webform/r2e002/e7184ceac6498022c5a2e102b4909c5ee2c6d903.pdf,e7184ceac6498022c5a2e102b4909c5ee2c6d903.pdf,documents/chile/r2e002/e7184ceac6498022c5a2e102b4909c5ee2c6d903/document.pdf,documents/chile/r2e002/e7184ceac6498022c5a2e102b4909c5ee2c6d903/document.md,5db7b60238c8fd56d482ce5c55768d170b00fbfbf984618251f72e2932c6e164,52e60181e344081c7f56061b3f6d6c0c,201829,57,docling+structure-repair
Chile,CL,Law,Law No. 20.501 on the quality and equity of education - 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/eea2929159860d57f91d7c794cec6fee64dd7f5a.pdf,eea2929159860d57f91d7c794cec6fee64dd7f5a.pdf,documents/chile/r2e002/eea2929159860d57f91d7c794cec6fee64dd7f5a/document.pdf,documents/chile/r2e002/eea2929159860d57f91d7c794cec6fee64dd7f5a/document.md,ea1ff236519c1ac961d713b8efeff79d3176ff5c884eb7daadd854999a312ec4,67e1c34d33e88f3b8f480628209a4db7,1431844,25,docling+structure-repair
China,CN,Constitution,Constitution of People's Republic of China of 1982 (as of 2004),2004,https://media.unesco.org/sites/default/files/webform/r2e002/39f675948ad50e4af1f11188daea47d593e7f694.pdf,39f675948ad50e4af1f11188daea47d593e7f694.pdf,documents/china/r2e002/39f675948ad50e4af1f11188daea47d593e7f694/document.pdf,documents/china/r2e002/39f675948ad50e4af1f11188daea47d593e7f694/document.md,aba7004419d6632c0426cfa32f78a88a6836b16e12faa99b6c9380df923bf7ed,d6e728bb7c3845fda4ba8d1cf874a7b7,102816,39,docling+content-repair
China,CN,Law,Higher Education Law - 1998 as amended in 2018,2018,https://media.unesco.org/sites/default/files/webform/r2e002/7f92bf2f8c20bf70e4485fc5e74a874d9afac41e.pdf,7f92bf2f8c20bf70e4485fc5e74a874d9afac41e.pdf,documents/china/r2e002/7f92bf2f8c20bf70e4485fc5e74a874d9afac41e/document.pdf,documents/china/r2e002/7f92bf2f8c20bf70e4485fc5e74a874d9afac41e/document.md,800b89a496cb0ea3e48f3d50660ba1a68a238ca34ffb12bdf54b973185afc8a5,26cc8323acea929b81ac830b0cd40287,174114,25,docling+structure-repair
China,CN,Law,Law of the People's Republic of China on the Protection of Disabled Persons 1990 - as amended in 2008,2008,https://media.unesco.org/sites/default/files/webform/r2e002/c8c673b9a684f2a77cdca091a95100259ccf26dd.pdf,c8c673b9a684f2a77cdca091a95100259ccf26dd.pdf,documents/china/r2e002/c8c673b9a684f2a77cdca091a95100259ccf26dd/document.pdf,documents/china/r2e002/c8c673b9a684f2a77cdca091a95100259ccf26dd/document.md,266d0a71c8e6cebce4576b08fdec6a0598c79de95e5cc6ad0d88f64c5bd1bd1f,56830bace42ea5bb409492710379a277,783887,9,docling+structure-repair
China,CN,Law,Teachers Law of the People’s Republic of China - 1994,1994,https://media.unesco.org/sites/default/files/webform/r2e002/d8a8ef0f0d2ed4e06a8c1d76453c5a196a0e60ad.pdf,d8a8ef0f0d2ed4e06a8c1d76453c5a196a0e60ad.pdf,documents/china/r2e002/d8a8ef0f0d2ed4e06a8c1d76453c5a196a0e60ad/document.pdf,documents/china/r2e002/d8a8ef0f0d2ed4e06a8c1d76453c5a196a0e60ad/document.md,e6c38f742b0137e0fe40a2573c6b65936ece8753a10ad3c4491d24c424e3d522,e4aed5c284ab8936a867f90ad15fbb82,423591,10,docling+structure-repair
China,CN,Law,Non-state Education Promotion Law of the People's Republic of China 2002,2002,https://media.unesco.org/sites/default/files/webform/r2e002/e573719a6adba7a024f4ca9aa22337c1ce5240af.pdf,e573719a6adba7a024f4ca9aa22337c1ce5240af.pdf,documents/china/r2e002/e573719a6adba7a024f4ca9aa22337c1ce5240af/document.pdf,documents/china/r2e002/e573719a6adba7a024f4ca9aa22337c1ce5240af/document.md,83e921564c28709a14f5c45df32caf7900eb81b776a455b88a406c44192c9bc2,e0e62919006b3b80cc1f96a1cca24abc,771751,10,docling+structure-repair
Colombia,CO,Programme/plan,Education of quality : Road to prosperity - 2010,2010,https://media.unesco.org/sites/default/files/webform/r2e002/34f1b2e352abe5b2c883019924ef6a7750e8f828.pdf,34f1b2e352abe5b2c883019924ef6a7750e8f828.pdf,documents/colombia/r2e002/34f1b2e352abe5b2c883019924ef6a7750e8f828/document.pdf,documents/colombia/r2e002/34f1b2e352abe5b2c883019924ef6a7750e8f828/document.md,a5faf1511f5830b7e9aeb4b9a390713a9249683233955c67a70286a14b69a8d6,4f9a4a01dc1f0d1d02fa18d6f7277025,2236072,12,llamaparse
Colombia,CO,Law,Law No.1295 on preschool - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/435478492657a5ca999d8c359f7db28568bd90c0.pdf,435478492657a5ca999d8c359f7db28568bd90c0.pdf,documents/colombia/r2e002/435478492657a5ca999d8c359f7db28568bd90c0/document.pdf,documents/colombia/r2e002/435478492657a5ca999d8c359f7db28568bd90c0/document.md,564cb94c372a9b6c06b9f07698d834f00e1ea11bdb5416496786b397a282e578,d82864c0e692c9877ef2a4591d291c80,251944,5,docling+structure-repair
Colombia,CO,Law,Law No. 387 on Internal Displacement - 1997,1997,https://media.unesco.org/sites/default/files/webform/r2e002/4ae43c5918d0af8cf07d92056cfa9683fdaf95a4.pdf,4ae43c5918d0af8cf07d92056cfa9683fdaf95a4.pdf,documents/colombia/r2e002/4ae43c5918d0af8cf07d92056cfa9683fdaf95a4/document.pdf,documents/colombia/r2e002/4ae43c5918d0af8cf07d92056cfa9683fdaf95a4/document.md,69d2dc76bed19a837ead2a90d45d1d6dd04e326043390d05d1daef808ec66440,2dbca87a26c1780ffa7bd0049c983bd4,149693,14,docling+structure-repair
Colombia,CO,Law,Law No. 1753 of 2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/59239625b5e6e6c1798ca3cebbf55c41b0844646.pdf,59239625b5e6e6c1798ca3cebbf55c41b0844646.pdf,documents/colombia/r2e002/59239625b5e6e6c1798ca3cebbf55c41b0844646/document.pdf,documents/colombia/r2e002/59239625b5e6e6c1798ca3cebbf55c41b0844646/document.md,f72bc8b069cc77d6dad1492e40124094fefdb4cc41b627f7b26b5f0fcb15157a,4d1c5ac01eb0095c0ae69319da1c02f8,283041,21,docling+structure-repair
Colombia,CO,Law,Law on the Code for Children and Adolescents - 2006,2006,https://media.unesco.org/sites/default/files/webform/r2e002/cfed937984acbbb3b9b5e9c0444a62cde7250e1a.pdf,cfed937984acbbb3b9b5e9c0444a62cde7250e1a.pdf,documents/colombia/r2e002/cfed937984acbbb3b9b5e9c0444a62cde7250e1a/document.pdf,documents/colombia/r2e002/cfed937984acbbb3b9b5e9c0444a62cde7250e1a/document.md,05d98cf69f156e486136ba9b241a4f16a0b3579e965375adf5150ad407e5bba7,19ab20925145327a618800e9c308c5b7,7517187,48,unstructured
Colombia,CO,Law,Law No. 1297 to improve educational service in difficult area - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/e24a0ae94e883be6fd21c4c666089da9c69ddc91.pdf,e24a0ae94e883be6fd21c4c666089da9c69ddc91.pdf,documents/colombia/r2e002/e24a0ae94e883be6fd21c4c666089da9c69ddc91/document.pdf,documents/colombia/r2e002/e24a0ae94e883be6fd21c4c666089da9c69ddc91/document.md,47e838f82293c3fd7715063f480107d8ca36b4d36236e4a5eb073061534f7112,2c19ec6f1bad353da71695bf84704c06,118025,3,docling+structure-repair
Colombia,CO,Law,Law No. 1324 on quality of education standards - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/f87fc57f85c1f56f9b7393da58063d0c0124a4fa.pdf,f87fc57f85c1f56f9b7393da58063d0c0124a4fa.pdf,documents/colombia/r2e002/f87fc57f85c1f56f9b7393da58063d0c0124a4fa/document.pdf,documents/colombia/r2e002/f87fc57f85c1f56f9b7393da58063d0c0124a4fa/document.md,ea5fd0db5fdce4c7b9c595167fee09a8e5c0000e71d49d48998d64f313813a5f,70bc63a408b57c50b2628756868a6057,436464,9,docling+structure-repair
Comoros,KM,Law,Loi éducation Comores 2021,2021,https://media.unesco.org/sites/default/files/webform/r2e002/22670674d8ed8b91da79d5003a8bb6ec01144675.pdf,22670674d8ed8b91da79d5003a8bb6ec01144675.pdf,documents/comoros/r2e002/22670674d8ed8b91da79d5003a8bb6ec01144675/document.pdf,documents/comoros/r2e002/22670674d8ed8b91da79d5003a8bb6ec01144675/document.md,bc92690b70be0b9b95b358f13e3c2cfafceb826629373f6c763030fc6357d35f,0e0229100628542922dde9ea9261fec0,9221194,22,llamaparse
Comoros,KM,Constitution,Loi N° 94-35/AF portant orientation sur l’éducation,,https://media.unesco.org/sites/default/files/webform/r2e002/4a002c5d24ca7f3ece0d3e9cd1ccefa78ce0ade8.pdf,4a002c5d24ca7f3ece0d3e9cd1ccefa78ce0ade8.pdf,documents/comoros/r2e002/4a002c5d24ca7f3ece0d3e9cd1ccefa78ce0ade8/document.pdf,documents/comoros/r2e002/4a002c5d24ca7f3ece0d3e9cd1ccefa78ce0ade8/document.md,b4ddd2b4807474b490f3e3bf2778ff40a3797843ef021de7aa5a0349cc70bfc9,5c1a2a6139615f9f74f2ac2c0f5cf222,1374870,18,llamaparse
Comoros,KM,Constitution,Projet Constitution union des Comores,,https://media.unesco.org/sites/default/files/webform/r2e002/e2b675bd22660db5e6c793f82c2e3b23fe2cc97e.pdf,e2b675bd22660db5e6c793f82c2e3b23fe2cc97e.pdf,documents/comoros/r2e002/e2b675bd22660db5e6c793f82c2e3b23fe2cc97e/document.pdf,documents/comoros/r2e002/e2b675bd22660db5e6c793f82c2e3b23fe2cc97e/document.md,dc746514eb3a7074f3ac7876e461c8cef6d9a101d7304fd6378d16fd5201292a,0c3c0f047842a9a4ac2458173132a6ce,5122804,38,reducto
Congo,CG,Constitution,PAST VERSION Constitution de la République du Congo - 2002,2002,https://media.unesco.org/sites/default/files/webform/r2e002/45737802726825a018674ca2d163a0e185d5695b.pdf,45737802726825a018674ca2d163a0e185d5695b.pdf,documents/congo/r2e002/45737802726825a018674ca2d163a0e185d5695b/document.pdf,documents/congo/r2e002/45737802726825a018674ca2d163a0e185d5695b/document.md,f61ac82215aa27fb4b37d9f6120839b3d232fcf5ce9c6b767d37d6fb48f7cabb,ccedf3f709e7791a72f8845f4925e430,327753,31,docling+structure-repair
Congo,CG,Law,Loi scolaire n° 008/90 du 6 septembre de,,https://media.unesco.org/sites/default/files/webform/r2e002/c07c71c803ff356067c8df27e633b5ce485d0ce7.pdf,c07c71c803ff356067c8df27e633b5ce485d0ce7.pdf,documents/congo/r2e002/c07c71c803ff356067c8df27e633b5ce485d0ce7/document.pdf,documents/congo/r2e002/c07c71c803ff356067c8df27e633b5ce485d0ce7/document.md,b892f6ba0cedc120b8a34c2110ce54683268b83b5012d5c188e9fe6db8c41e56,06f56f3c892cdb64ff80c6553088e29f,765779,10,datalab
Cook Islands,CK,Law,Education Act - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/4a7a79987f040e49095e5a2fb4c490498243bd36.pdf,4a7a79987f040e49095e5a2fb4c490498243bd36.pdf,documents/cook-islands/r2e002/4a7a79987f040e49095e5a2fb4c490498243bd36/document.pdf,documents/cook-islands/r2e002/4a7a79987f040e49095e5a2fb4c490498243bd36/document.md,e7a235703d46f4f519a195cf36a557baeb4a0d5789673130910f1f1664381258,eb8c54652c33597345f48f8b9c800bc6,453535,44,unstructured
Cuba,CU,Constitution,Constitution of Cuba - 1976 (last amended in 2002),2002,https://media.unesco.org/sites/default/files/webform/r2e002/1caa9c19bc887fe46ade669d1f5e69c3f0343afc.pdf,1caa9c19bc887fe46ade669d1f5e69c3f0343afc.pdf,documents/cuba/r2e002/1caa9c19bc887fe46ade669d1f5e69c3f0343afc/document.pdf,documents/cuba/r2e002/1caa9c19bc887fe46ade669d1f5e69c3f0343afc/document.md,90f3de8f7349f54a35f05f5eea86f178d5056f28758ab54e244613a8441967be,9256d7f50e753b61ae3a4a228be0a982,134414,24,docling+structure-repair
Cyprus,CY,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/cyprus_for_publication.pdf,cyprus_for_publication.pdf,documents/cyprus/r2e002/cyprus-for-publication/document.pdf,documents/cyprus/r2e002/cyprus-for-publication/document.md,ef175c74862257a94530662ed4f4eea95458ffa8ab09529f5e31bb090748b7ef,872f930999b962f10c7032c2d483ea99,505840,38,docling+structure-repair
Czechia,CZ,Constitution,Constitution of the Czech Republic - 1992,1992,https://media.unesco.org/sites/default/files/webform/r2e002/0795c94fb46449c228ab2734dd3ff5bd2b70417d.pdf,0795c94fb46449c228ab2734dd3ff5bd2b70417d.pdf,documents/czechia/r2e002/0795c94fb46449c228ab2734dd3ff5bd2b70417d/document.pdf,documents/czechia/r2e002/0795c94fb46449c228ab2734dd3ff5bd2b70417d/document.md,17dc559749cdcb68db4d3e722ae2d8766e69790ab2b6e4302b78987adbea311e,1094f95a813e488bdb3e8968049f7730,103949,27,docling+structure-repair
Czechia,CZ,Constitution,Charter of Basic Rights and Freedoms - 1992,1992,https://media.unesco.org/sites/default/files/webform/r2e002/22892d9fa3196b0eb03dffb5baa1792670d6255a.pdf,22892d9fa3196b0eb03dffb5baa1792670d6255a.pdf,documents/czechia/r2e002/22892d9fa3196b0eb03dffb5baa1792670d6255a/document.pdf,documents/czechia/r2e002/22892d9fa3196b0eb03dffb5baa1792670d6255a/document.md,e3389af6338a3a7fd398bdc0f8931f00aeff631d85ceeb7f86630c167ae26469,13e25d5c1f42962c5a0ed6ef5c285d1e,50925,13,docling+structure-repair
Czechia,CZ,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/czechia_for_publication.pdf,czechia_for_publication.pdf,documents/czechia/r2e002/czechia-for-publication/document.pdf,documents/czechia/r2e002/czechia-for-publication/document.md,3948cd2b9df56ba6535684363403a03e0da314f8712202cbc1d416b86f2e4f0b,dac21832f7218b2dfe2a62c7c71dd7f1,313659,21,docling+structure-repair
Côte d'Ivoire,CI,Programme/plan,Plan d'actions à moyen terme du secteur de l'éducation - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/182edbe7b8dcd9f78e05389d303157d7b7828112.pdf,182edbe7b8dcd9f78e05389d303157d7b7828112.pdf,documents/cote-d-ivoire/r2e002/182edbe7b8dcd9f78e05389d303157d7b7828112/document.pdf,documents/cote-d-ivoire/r2e002/182edbe7b8dcd9f78e05389d303157d7b7828112/document.md,39e81f59b13195ca6fb5d575d441059e36421d741aafdad1305130ba4d952b09,d9287c77978035cf419a430cf4e18345,292065,54,docling+structure-repair
Côte d'Ivoire,CI,Decree,Arrêté n° 0111/MENET/CAB portant code de bonne conduite des personnels des structures publiques et privées relevant du Ministère de l’Education Nationale et de l’Enseignement Technique - 2014,2014,https://media.unesco.org/sites/default/files/webform/r2e002/93fed3d0e61a60a358aa345ebf99e4347ceec04d.pdf,93fed3d0e61a60a358aa345ebf99e4347ceec04d.pdf,documents/cote-d-ivoire/r2e002/93fed3d0e61a60a358aa345ebf99e4347ceec04d/document.pdf,documents/cote-d-ivoire/r2e002/93fed3d0e61a60a358aa345ebf99e4347ceec04d/document.md,e124a79c11877f7c52a5671220c8af937cf6115a5f190037438b794c54a7b110,85a0bf7ded555bb4a5c8422b1c31324c,3661916,6,unstructured
Côte d'Ivoire,CI,Law,Loi n°98-594 du 10 novembre 1998 d'orientation en faveur des personnes handicapées,1998,https://media.unesco.org/sites/default/files/webform/r2e002/b69518e6fb70474ee1ed97b9311834af2dd4d056.pdf,b69518e6fb70474ee1ed97b9311834af2dd4d056.pdf,documents/cote-d-ivoire/r2e002/b69518e6fb70474ee1ed97b9311834af2dd4d056/document.pdf,documents/cote-d-ivoire/r2e002/b69518e6fb70474ee1ed97b9311834af2dd4d056/document.md,e89bb27aff09e3703336b51bf1a4d18c347986623878c2257e8e1588c9459fcf,1b1ec48c9e0ed1211ac672cc11738f33,131733,1,datalab
Côte d'Ivoire,CI,Law,Loi 2015-635 portant sur l'enseignement obligatoire,2015,https://media.unesco.org/sites/default/files/webform/r2e002/dd772d376fde955a96fab3e19871f5f12b13f9d8.pdf,dd772d376fde955a96fab3e19871f5f12b13f9d8.pdf,documents/cote-d-ivoire/r2e002/dd772d376fde955a96fab3e19871f5f12b13f9d8/document.pdf,documents/cote-d-ivoire/r2e002/dd772d376fde955a96fab3e19871f5f12b13f9d8/document.md,4d52eb8fdfb1e0176637f01d31062ca0c67d683e0f1c91f9e714b16c911a46ff,8ec6c52577412fe982ea1c786f4407e3,1525205,2,reducto
